,Report Received Date,NHTSA ID,Recall Link,Manufacturer,Subject,Component,Mfr Campaign Number,Recall Type,Potentially Affected,Recall Description,Consequence Summary,Corrective Action,Park Outside Advisory,Do Not Drive Advisory,Stock Abbreviation,fuzzy_company,ticker,open,close,market_cap,eps,full_name
1227,2024-07-16,24V533000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V533000),"Porsche Cars North America, Inc.",Front Axle Control Arm May Break,SUSPENSION,ARB2,Vehicle,2475,"Porsche Cars North America, Inc. (Porsche) is recalling certain 2024 Cayenne vehicles.  The driver's side front axle upper left control arm installed on the vehicles may have been installed with cracks, which can result in front axle control arm breaking and an unexpected loss of steering and wheel control.",A sudden loss of steering control increases the risk of a crash.,"Dealers will replace the driver side left upper control arm, free of charge.  Owner letters were mailed September 13, 2024.  Owners may contact Porsche customer service at 1-800-767-7243.  Porsche's number for this recall is ARB2.",No,Yes,NYSE:,Cars.com Inc.,CARS,19.520000457763672,20.049999237060547,694334144,0.62,Cars.com Inc.
1228,2024-07-16,24E060000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24E060000),"Webasto Thermo & Comfort NA, INC",Coolant Heater May Fail to Defrost Windshield,VISIBILITY,NR (Not Reported),Equipment,2710,"Webasto Thermo & Comfort NA, Inc.  (Webasto) has submitted a Defect Information Report based upon recall determinations made by Jaguar Land Rover North America, LLC (23V-518), and Lucid USA, Inc. (24V-011 and 24V-495).  Webasto HV Coolant Heaters part numbers HVH100, HVH70, and HVH50, may fail to defrost the windshield.","A high voltage coolant heater that fails to defrost the windshield can reduce the driver's view, increasing the risk of a crash.",Affected vehicle manufacturers will determine the appropriate remedy for their vehicles.  Vehicle owners may contact their respective vehicle manufacturer's customer service phone number listed in each vehicle recall.,No,No,NYSE:,THERMO FISHER SCIENTIFIC INC.,TMO,546.9616705779962,553.1160278320312,216182947840,17.29,Thermo Fisher Scientific Inc.
1229,2024-07-16,24V532000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V532000),Triple E Recreational Vehicles,Floor Substructure Not Properly Secured,STRUCTURE,CA#10556-1,Vehicle,329,"Triple E Recreational Vehicles (Triple E) is recalling certain 2020-2024 Wonder W24RL, W24FTB, W24MBL, and W24MB motorhomes.  The floor structure to the crossmember may be inadequately secured, causing the generator to fall.",A generator that falls increases the risk of injury or crash.,"Dealers will properly secure the floor structure to the crossmember, free of charge.  Owner letters were mailed August 16, 2024.  Owners may contact Triple E customer service at 1-204-325-4361.  Triple E's number for this recall is CA#10556-1.",No,No,NYSE:,Triple Flag Precious Metals Corp.,TFPM,15.997499345487261,16.254247665405273,5938806784,0.86,Triple Flag Precious Metals Corp.
1230,2024-07-12,24V530000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V530000),"Forest River, Inc.",Incorrect Rim Information on Label/FMVSS 110,EQUIPMENT,22-1808,Vehicle,35,"Forest River, Inc. (Forest River) is recalling certain 2024 Forest River Salem, Wildwood, and Stealth EVO travel trailers.  The Federal Placard may state an incorrect rim size.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 110, ""Tire Selection and Rims.""","An incorrect rim size on the label may result in the wrong wheels being installed, increasing the risk of a crash.","Dealers will install new Federal Placards, free of charge.  Owner notification letters were mailed July 19, 2024.  Owners may contact customer service at 1-503-831-5413.  Forest River's number for this recall is 22-1808.",No,No,NYSE:,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,212.1699981689453,216.19000244140625,9697161216,-1.3,"Charles River Laboratories International, Inc."
1231,2024-07-12,24V531000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V531000),"Forest River, Inc.",Hitch May Fail,,51-1803,Vehicle,17,"Forest River, Inc. (Forest River) is recalling certain 2024 Salem, Puma, Wildwood, and 2025 Cherokee travel trailers equipped with certain Pacific Rim brand couplers.  The couplers have an incorrect load rating of 14,000 pounds and may be overloaded, causing the hitch to fail.",Hitch failure increases the risk of a crash or injury.,"Dealers will inspect the date code of the hitch coupler and replace it if necessary, free of charge.  Owner notification letters were mailed August 2, 2024.  Owners may contact Forest River Customer Service at Salem & Wildwood (574) 534-3167, Puma (574) 642-0588 or Cherokee (260) 499-2100.  Forest River's number for this recall is 51-1803.",No,No,NYSE:,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,212.1699981689453,216.19000244140625,9697161216,-1.3,"Charles River Laboratories International, Inc."
1232,2024-07-12,24V529000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V529000),Hyundai Motor America,Vehicle Roll Away from Software Error,POWER TRAIN,263,Vehicle,12349,Hyundai Motor America (Hyundai) is recalling certain 2024 Santa Fe vehicles.  A software error in the transmission control unit may result in a vehicle roll away when the vehicle is in PARK.,A vehicle roll away increases the risk of a crash or injury.,"Owners are advised to use the emergency parking brake after parking their vehicles.  Hyundai will release an over-the-air (OTA) software update for the transmission control unit.  In addition, dealers will inspect and replace the dual clutch transmission, as necessary.  All repairs will be performed free of charge.  Owner notification letters were mailed beginning August 26, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 263.",No,No,NYSE:,TOYOTA MOTOR CORP/,TOYOF,18.58039326880627,19.83843994140625,269150797824,2.14,Toyota Motor Corporation
1233,2024-07-12,24V528000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V528000),Hyundai Motor America,Loss of Drive Power from Fuel Pump Failure,"FUEL SYSTEM, GASOLINE",262-023G,Vehicle,54647,"Hyundai Motor America (Hyundai) is recalling certain 2019-2022 Veloster N, 2019-2023 Genesis G70, 2022-2023 Elantra N, and Kona N vehicles.  The fuel pump may fail, which can result in a loss of drive power.",A loss of drive power can increase the risk of a crash.,"Dealers will update engine control module software.  In addition, dealers will inspect and replace the fuel pump assembly, as necessary.  All repairs will be performed free of charge.  Owner notification letters were mailed beginning September 9, 2024.  Some interim notification letters, notifying owners of the safety risk, were mailed September 3, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's numbers for this recall are 262 and 023G.",No,No,NYSE:,TOYOTA MOTOR CORP/,TOYOF,18.58039326880627,19.83843994140625,269150797824,2.14,Toyota Motor Corporation
1234,2024-07-11,24V526000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V526000),"Terex South Dakota, Inc.",Boom Basket Retaining Pin Failure,EQUIPMENT,SN729,Vehicle,172,"Terex South Dakota, Inc. (Terex) is recalling certain 2020-2024 XT Pro vehicles equipped with replacement basket brackets.  The replacement basket brackets may not be compatible with the original basket retaining pins and cause the basket to unintentionally tilt.","Tilting of the basket may cause the basket occupants to fall, increasing the risk of an injury.","Dealers will replace the retaining pins, free of charge.  Owner notification letters were mailed September 10, 2024.  Owners may contact Terex customer service at 1-605-882-4000.  Terex's number for this recall is SN729.",No,No,NYSE:,TEREX CORP,TEX,51.9105056630151,53.36474609375,3699183872,2.68,Terex Corporation
1235,2024-07-11,24V527000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V527000),"BMW of North America, LLC",Driver's Air Bag Inflator May Explode,AIR BAGS,NR (Not Reported),Vehicle,1145,"BMW of North America, LLC (BMW) is recalling certain 2015 6 Series Gran Coupe, 2014 5 Series Gran Turismo, 2014 5 Series Sedan, 2015 6 Series Convertible, 2015 6 Series Coupe, 2014 X5, 2013-2014 X3, 2014-2015 3 Series Sedan, 2014 4 Series Coupe, 2014 4 Series Convertible, 2014 3 Series Gran Turismo, and 2015 4 Series Gran Coupe vehicles.  Please see the recall report for the complete list of models.  The driver's air bag inflator may explode during deployment, due to a manufacturing defect.","An inflator explosion may result in sharp metal fragments striking the driver or other occupants, increasing the risk of injury or death.","The driver's front air bag will be replaced, free of charge.  Owner notification letters were mailed September 6, 2024.  Owners may contact BMW customer service at 1-800-525-7417.",No,No,NYSE:,Central North Airport Group,GAERF,1.5175681114196777,1.5175681114196777,4924503552,0.73,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V."
1237,2024-04-23,24V286000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V286000),"Alliance RV, LLC",Fresh Water Tank Incorrectly Installed,EQUIPMENT,NR (Not Reported),Vehicle,697,"Alliance RV, LLC (Alliance) is recalling certain 2022 Paradigm 295MK, and Avenue 32RLS fifth wheels.  The freshwater tank may be installed incorrectly, which can result in the tank detaching from the vehicle.","A freshwater tank that detaches from a vehicle can become a road hazard, increasing the risk of a crash.","Dealers will remount the freshwater tank, free of charge.  Owner notification letters were mailed May 22, 2024.  Owners may contact Alliance customer service at 1-574-218-7165.",No,No,NYSE:,Full Truck Alliance Co. Ltd.,YMM,7.861600593226221,8.089616775512695,13638460416,0.56,Full Truck Alliance Co. Ltd.
1238,2024-07-09,24V517000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V517000),"Daimler Vans USA, LLC",Improperly Heat-Treated Rear Axle Spring U-Bolts,SUSPENSION,VS3FEDERB,Vehicle,1232,"Daimler Vans USA, LLC (DVUSA) is recalling certain 2023-2024 Mercedes-Benz Sprinter vehicles.  The spring U-bolts for the rear axle may have reduced strength due to improper heat-treatment, which can cause the rear axle to shift out of position.","An axle that moves out of position can cause a loss of vehicle control, increasing the risk of a crash.","Dealers will replace the spring U-bolts, free of charge.  Owner notification letters were mailed August 23, 2024.  Owners may contact DVUSA customer service at 1-877-762-8267.  DVUSA's number for this recall is VS3FEDERB.",No,No,NYSE:,DAIMLER AG,MBGAF,63.07083465668949,62.87733840942383,60297027584,8.21,Mercedes-Benz Group AG
1239,2024-07-09,24E058000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24E058000),Safe Fleet,Mirror Control Switch May Fail and Overheat,ELECTRICAL SYSTEM,NR (Not Reported),Equipment,3853,"Specialty Manufacturing Co. (Safe Fleet) submitted a defect information report based upon the recall determinations made by Gillig, LLC (23V-812) and BYD Coach & Bus (24V-374). The fuse in the mirror control switch may be under-rated for the vehicle application, which can result in the switch overheating in the event of a short-circuit or voltage spike.",A switch that overheats can increase the risk of a fire.,"Please refer to the respective vehicle manufacturers recalls for remedy information. Vehicle owners may contact their respective vehicle manufacturers' customer service phone numbers for each vehicle manufacturer recall, or contact Safe Fleet customer service at 1-800-951-7867.",No,No,NYSE:,Element Fleet Management Corp./ADR,ELEEF,18.245081203294475,18.215591430664062,10822210560,1.0,Element Fleet Management Corp.
1240,2024-07-09,24V521000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V521000),Keystone RV Company,Incorrectly Attached Metal Sidewalls,STRUCTURE,24-456,Vehicle,393,"Keystone RV Company (Keystone) is recalling certain 2024 Springdale 245ML, Hideout 24L0F, Aspen Trail 260THLOFT, 360THLOFT, and Colorado 360THLOFT travel trailers.  The metal sidewall may be incorrectly attached and come loose during transit.","Loose sidewalls that detach during transit can create a road hazard, increasing the risk of injury or crash.","Dealers will install additional support, free of charge.  Owner notification letters were mailed August 15, 2024.  Owners may contact Keystone customer service at 1-574-535-2100.  Keystone's number for this recall is 24-456.",No,No,NYSE:,FIRST KEYSTONE CORP,FKYS,11.388157844543457,11.388157844543457,103853648,1.27,First Keystone Corporation
1241,2024-07-09,24V522000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V522000),"Grand Design RV, LLC",Wiring Missing Circuit Protection,ELECTRICAL SYSTEM,910044,Vehicle,734,"Grand Design RV, LLC (Grand Design) is recalling certain 2024 Reflection travel trailers.  The electrical wiring may be missing over current circuit protection.","Wiring without circuit protection may become damaged and short circuit, increasing the risk of a fire.","Dealers will install a 50-amp breaker, free of charge.  Owner notification letters were mailed July 24, 2024.  Owners may contact Grand Design customer service at 1-574-825-9679.  Grand Design's number for this recall is 910044.",No,No,NYSE:,"Grand Canyon Education, Inc.",LOPE,142.94000244140625,140.0500030517578,6132842496,8.25,"Grand Canyon Education, Inc."
1242,2024-07-09,24V523000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V523000),Prevost Car (US) Inc.,Wheelchair May Become Unstable/FVMSS 403 & 404,EQUIPMENT ADAPTIVE/MOBILITY,SR24-26,Vehicle,2653,"Prevost Car (US) Inc. (Prevost) is recalling certain 2005-2024 X3-45, 2017-2019 and 2021-2023 X3-45 Commuter, 2006-2007, 2014, and 2018 H3-41, 2005-2020 and 2022-2024 H3-45, and 2019 H3-45 VIP buses equipped with a wheelchair lift.  The wheelchair platform bridging device may be too steep, which can cause the wheelchair to become unstable.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard numbers 403, ""Platform Lift Devices"" and 404, ""Platform Lift Installations.""",An unstable wheelchair increases the risk of injury to lift occupants.,"Prevost will replace the wheelchair lift bridging device, free of charge.  Owner letters were mailed April 25, 2025.  Owners may contact Prevost customer service at 1-866-870-2046.  Prevost's number for this recall is SR24-26.",No,No,NYSE:,"Mister Car Wash, Inc.",MCW,6.739999771118164,6.5,1646194432,0.26,"Mister Car Wash, Inc."
